State,City,Facility ID,Facility Name,Address,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Compared to National,Score,Footnote,Measure Start Date,Measure End Date,Location
NV,LAS VEGAS,290056,ORTHOPEDIC SPECIALTY HOSPITAL OF NEVADA,8656 WEST PATRICK LANE,89148,CLARK,(702) 777-7100,Clostridium Difficile (C.Diff),HAI_6_SIR,No Different than National Benchmark,0.0,3,07/01/2018,06/30/2019,POINT (-115.281036 36.077811)
NY,WALTON,331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,13856,DELAWARE,(607) 865-2188,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,38.0,3,07/01/2018,06/30/2019,POINT (-75.128087 42.165522)
NV,LAS VEGAS,290056,ORTHOPEDIC SPECIALTY HOSPITAL OF NEVADA,8656 WEST PATRICK LANE,89148,CLARK,(702) 777-7100,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,No Different than National Benchmark,4908.0,3,07/01/2018,06/30/2019,POINT (-115.281036 36.077811)
NC,LINVILLE,341323,CHARLES A CANNON JR MEMORIAL HOSPITAL,434 HOSPITAL DRIVE,28646,AVERY,(828) 737-7000,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,HAI_1_ELIGCASES,Not Available,0.017,3,07/01/2018,06/30/2019,POINT (-81.885678 36.06748)
NC,LINVILLE,341323,CHARLES A CANNON JR MEMORIAL HOSPITAL,434 HOSPITAL DRIVE,28646,AVERY,(828) 737-7000,SSI - Colon Surgery: Number of Procedures,HAI_3_DOPC,Not Available,1.0,3,07/01/2018,06/30/2019,POINT (-81.885678 36.06748)
NE,OAKLAND,281321,OAKLAND MERCY HOSPITAL,601 EAST SECOND ST,68045,BURT,(402) 685-5601,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,HAI_1_ELIGCASES,Not Available,0.001,3,07/01/2018,06/30/2019,POINT (-96.459197 41.834571)
NV,MESQUITE,291307,MESA VIEW REGIONAL HOSPITAL,1299 BERTHA HOWE AVENUE,89027,CLARK,(702) 346-8040,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,1300.0,3,07/01/2018,06/30/2019,POINT (-114.114456 36.808859)
NC,LINVILLE,341323,CHARLES A CANNON JR MEMORIAL HOSPITAL,434 HOSPITAL DRIVE,28646,AVERY,(828) 737-7000,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,188.0,3,07/01/2018,06/30/2019,POINT (-81.885678 36.06748)
NV,LAS VEGAS,290056,ORTHOPEDIC SPECIALTY HOSPITAL OF NEVADA,8656 WEST PATRICK LANE,89148,CLARK,(702) 777-7100,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,4908.0,3,07/01/2018,06/30/2019,POINT (-115.281036 36.077811)
NE,SEWARD,281339,MEMORIAL HEALTH CARE SYSTEMS,300 NORTH COLUMBIA AVE,68434,SEWARD,(402) 643-2971,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.039,3,07/01/2018,06/30/2019,POINT (-97.091916 40.909217)
NE,BROKEN BOW,281365,JENNIE M MELHAM MEMORIAL MEDICAL CENTER,145 MEMORIAL DRIVE,68822,CUSTER,(308) 872-4100,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-99.632262 41.409054)
NC,LINVILLE,341323,CHARLES A CANNON JR MEMORIAL HOSPITAL,434 HOSPITAL DRIVE,28646,AVERY,(828) 737-7000,SSI - Colon Surgery: Observed Cases,HAI_3_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-81.885678 36.06748)
NC,LINVILLE,341323,CHARLES A CANNON JR MEMORIAL HOSPITAL,434 HOSPITAL DRIVE,28646,AVERY,(828) 737-7000,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-81.885678 36.06748)
NY,WALTON,331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,13856,DELAWARE,(607) 865-2188,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,25.0,3,07/01/2018,06/30/2019,POINT (-75.128087 42.165522)
NH,PETERBOROUGH,301309,MONADNOCK COMMUNITY HOSPITAL,452 OLD STREET ROAD,3458,HILLSBOROUGH,(603) 924-7191,SSI - Colon Surgery: Number of Procedures,HAI_3_DOPC,Not Available,1.0,3,07/01/2018,06/30/2019,POINT (-71.937471 42.893461)
NE,OAKLAND,281321,OAKLAND MERCY HOSPITAL,601 EAST SECOND ST,68045,BURT,(402) 685-5601,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,2.0,3,07/01/2018,06/30/2019,POINT (-96.459197 41.834571)
NC,LINVILLE,341323,CHARLES A CANNON JR MEMORIAL HOSPITAL,434 HOSPITAL DRIVE,28646,AVERY,(828) 737-7000,SSI - Colon Surgery: Predicted Cases,HAI_3_ELIGCASES,Not Available,0.023,3,07/01/2018,06/30/2019,POINT (-81.885678 36.06748)
NE,SEWARD,281339,MEMORIAL HEALTH CARE SYSTEMS,300 NORTH COLUMBIA AVE,68434,SEWARD,(402) 643-2971,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-97.091916 40.909217)
NV,LAS VEGAS,290056,ORTHOPEDIC SPECIALTY HOSPITAL OF NEVADA,8656 WEST PATRICK LANE,89148,CLARK,(702) 777-7100,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.115,3,07/01/2018,06/30/2019,POINT (-115.281036 36.077811)
NE,OAKLAND,281321,OAKLAND MERCY HOSPITAL,601 EAST SECOND ST,68045,BURT,(402) 685-5601,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-96.459197 41.834571)
NE,OAKLAND,281321,OAKLAND MERCY HOSPITAL,601 EAST SECOND ST,68045,BURT,(402) 685-5601,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.003,3,07/01/2018,06/30/2019,POINT (-96.459197 41.834571)
NV,MESQUITE,291307,MESA VIEW REGIONAL HOSPITAL,1299 BERTHA HOWE AVENUE,89027,CLARK,(702) 346-8040,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-114.114456 36.808859)
NE,BROKEN BOW,281365,JENNIE M MELHAM MEMORIAL MEDICAL CENTER,145 MEMORIAL DRIVE,68822,CUSTER,(308) 872-4100,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.07,3,07/01/2018,06/30/2019,POINT (-99.632262 41.409054)
NH,PETERBOROUGH,301309,MONADNOCK COMMUNITY HOSPITAL,452 OLD STREET ROAD,3458,HILLSBOROUGH,(603) 924-7191,SSI - Colon Surgery: Predicted Cases,HAI_3_ELIGCASES,Not Available,0.021,3,07/01/2018,06/30/2019,POINT (-71.937471 42.893461)
NY,WALTON,331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,13856,DELAWARE,(607) 865-2188,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.017,3,07/01/2018,06/30/2019,POINT (-75.128087 42.165522)
NY,WALTON,331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,13856,DELAWARE,(607) 865-2188,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-75.128087 42.165522)
NC,LINVILLE,341323,CHARLES A CANNON JR MEMORIAL HOSPITAL,434 HOSPITAL DRIVE,28646,AVERY,(828) 737-7000,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.123,3,07/01/2018,06/30/2019,POINT (-81.885678 36.06748)
NY,WALTON,331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,13856,DELAWARE,(607) 865-2188,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,1.0,3,07/01/2018,06/30/2019,POINT (-75.128087 42.165522)
NV,LAS VEGAS,290056,ORTHOPEDIC SPECIALTY HOSPITAL OF NEVADA,8656 WEST PATRICK LANE,89148,CLARK,(702) 777-7100,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-115.281036 36.077811)
NV,MESQUITE,291307,MESA VIEW REGIONAL HOSPITAL,1299 BERTHA HOWE AVENUE,89027,CLARK,(702) 346-8040,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-114.114456 36.808859)
NV,MESQUITE,291307,MESA VIEW REGIONAL HOSPITAL,1299 BERTHA HOWE AVENUE,89027,CLARK,(702) 346-8040,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.288,3,07/01/2018,06/30/2019,POINT (-114.114456 36.808859)
NY,WALTON,331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,13856,DELAWARE,(607) 865-2188,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,HAI_1_ELIGCASES,Not Available,0.01,3,07/01/2018,06/30/2019,POINT (-75.128087 42.165522)
NE,BROKEN BOW,281365,JENNIE M MELHAM MEMORIAL MEDICAL CENTER,145 MEMORIAL DRIVE,68822,CUSTER,(308) 872-4100,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,77.0,3,07/01/2018,06/30/2019,POINT (-99.632262 41.409054)
NE,OAKLAND,281321,OAKLAND MERCY HOSPITAL,601 EAST SECOND ST,68045,BURT,(402) 685-5601,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-96.459197 41.834571)
NC,LINVILLE,341323,CHARLES A CANNON JR MEMORIAL HOSPITAL,434 HOSPITAL DRIVE,28646,AVERY,(828) 737-7000,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,64.0,3,07/01/2018,06/30/2019,POINT (-81.885678 36.06748)
NV,LAS VEGAS,290056,ORTHOPEDIC SPECIALTY HOSPITAL OF NEVADA,8656 WEST PATRICK LANE,89148,CLARK,(702) 777-7100,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,No Different than National Benchmark,0.0,3,07/01/2018,06/30/2019,POINT (-115.281036 36.077811)
NV,MESQUITE,291307,MESA VIEW REGIONAL HOSPITAL,1299 BERTHA HOWE AVENUE,89027,CLARK,(702) 346-8040,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.026,3,07/01/2018,06/30/2019,POINT (-114.114456 36.808859)
NH,PETERBOROUGH,301309,MONADNOCK COMMUNITY HOSPITAL,452 OLD STREET ROAD,3458,HILLSBOROUGH,(603) 924-7191,SSI - Colon Surgery: Observed Cases,HAI_3_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-71.937471 42.893461)
NE,OAKLAND,281321,OAKLAND MERCY HOSPITAL,601 EAST SECOND ST,68045,BURT,(402) 685-5601,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,4.0,3,07/01/2018,06/30/2019,POINT (-96.459197 41.834571)
ND,JAMESTOWN,351335,JAMESTOWN REGIONAL MEDICAL CENTER,2422 20TH ST SW,58401,STUTSMAN,(701) 252-1050,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-98.749377 46.88794)
OK,SALLISAW,370112,SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,213 EAST REDWOOD,74955,SEQUOYAH,(918) 774-1100,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.565,3,07/01/2018,06/30/2019,POINT (-94.78904 35.463563)
OK,SALLISAW,370112,SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,213 EAST REDWOOD,74955,SEQUOYAH,(918) 774-1100,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,1917.0,3,07/01/2018,06/30/2019,POINT (-94.78904 35.463563)
ND,DICKINSON,351336,CHI ST ALEXIUS HEALTH DICKINSON,2500 FAIRWAY STREET,58601,STARK,(701) 456-4000,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,4457.0,3,07/01/2018,06/30/2019,POINT (-102.820598 46.887267)
OH,HILLSBORO,361332,HIGHLAND DISTRICT HOSPITAL,1275 NORTH HIGH STREET,45133,HIGHLAND,(937) 393-6100,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.713,3,07/01/2018,06/30/2019,POINT (-83.608771 39.221576)
ND,DICKINSON,351336,CHI ST ALEXIUS HEALTH DICKINSON,2500 FAIRWAY STREET,58601,STARK,(701) 456-4000,SSI - Abdominal Hysterectomy: Predicted Cases,HAI_4_ELIGCASES,Not Available,0.117,3,07/01/2018,06/30/2019,POINT (-102.820598 46.887267)
OH,HILLSBORO,361332,HIGHLAND DISTRICT HOSPITAL,1275 NORTH HIGH STREET,45133,HIGHLAND,(937) 393-6100,SSI - Colon Surgery: Predicted Cases,HAI_3_ELIGCASES,Not Available,0.024,3,07/01/2018,06/30/2019,POINT (-83.608771 39.221576)
OR,GOLD BEACH,381322,CURRY GENERAL HOSPITAL,94220 FOURTH STREET,97444,CURRY,(541) 247-3000,SSI - Colon Surgery: Observed Cases,HAI_3_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-124.418658 42.411659)
OH,GREENFIELD,361304,GREENFIELD AREA MEDICAL CENTER,550 MIRABEAU STREET,45123,HIGHLAND,(937) 981-9400,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.39,3,07/01/2018,06/30/2019,POINT (-83.388008 39.349315)
OR,ASTORIA,381320,COLUMBIA MEMORIAL HOSPITAL,2111 EXCHANGE STREET,97103,CLATSOP,(503) 325-4321,SSI - Abdominal Hysterectomy: Number of Procedures,HAI_4_DOPC,Not Available,5.0,3,07/01/2018,06/30/2019,POINT (-123.818502 46.188503)
OK,SALLISAW,370112,SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,213 EAST REDWOOD,74955,SEQUOYAH,(918) 774-1100,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.161,3,07/01/2018,06/30/2019,POINT (-94.78904 35.463563)
OK,FAIRVIEW,371329,FAIRVIEW REGIONAL MEDICAL CENTER AUTHORITY,523 EAST STATE ROAD,73737,MAJOR,(580) 227-3721,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.018,3,07/01/2018,06/30/2019,POINT (-98.474399 36.275208)
OK,SHATTUCK,371336,NEWMAN MEMORIAL HOSPITAL,905 SOUTH MAIN STREET,73858,ELLIS,(580) 938-2551,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,281.0,3,07/01/2018,06/30/2019,POINT (-99.881538 36.268132)
OK,OKLAHOMA CITY,370240,INTEGRIS COMMUNITY HOSPITAL - COUNCIL CROSSING,9417 N COUNCIL ROAD,73162,OKLAHOMA,(405) 550-3280,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,425.0,3,07/01/2018,06/30/2019,POINT (-97.656257 35.565352)
OR,REEDSPORT,381311,LOWER UMPQUA HOSPITAL DISTRICT,600 RANCH ROAD,97467,DOUGLAS,(541) 271-2171,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,6.0,3,07/01/2018,06/30/2019,POINT (-124.135571 43.695324)
OK,SEILING,371332,SEILING MUNICIPAL HOSPITAL,809 NE HIGHWAY 60,73663,DEWEY,(580) 922-7361,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.002,3,07/01/2018,06/30/2019,POINT (-98.920715 36.157459)
ND,JAMESTOWN,351335,JAMESTOWN REGIONAL MEDICAL CENTER,2422 20TH ST SW,58401,STUTSMAN,(701) 252-1050,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.019,3,07/01/2018,06/30/2019,POINT (-98.749377 46.88794)
ND,TURTLE LAKE,351304,CHI ST ALEXIUS HEALTH TURTLE LAKE,220 5TH AVE W,58575,MCLEAN,(701) 448-2331,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-100.894442 47.517925)
OK,TISHOMINGO,371304,MERCY HOSPITAL TISHOMINGO INC,1000 SOUTH BYRD,73460,JOHNSTON,(580) 371-2327,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.167,3,07/01/2018,06/30/2019,POINT (-96.675294 34.222445)
OR,ASTORIA,381320,COLUMBIA MEMORIAL HOSPITAL,2111 EXCHANGE STREET,97103,CLATSOP,(503) 325-4321,SSI - Colon Surgery: Predicted Cases,HAI_3_ELIGCASES,Not Available,0.111,3,07/01/2018,06/30/2019,POINT (-123.818502 46.188503)
OH,GREENFIELD,361304,GREENFIELD AREA MEDICAL CENTER,550 MIRABEAU STREET,45123,HIGHLAND,(937) 981-9400,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-83.388008 39.349315)
ND,JAMESTOWN,351335,JAMESTOWN REGIONAL MEDICAL CENTER,2422 20TH ST SW,58401,STUTSMAN,(701) 252-1050,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-98.749377 46.88794)
OR,REEDSPORT,381311,LOWER UMPQUA HOSPITAL DISTRICT,600 RANCH ROAD,97467,DOUGLAS,(541) 271-2171,SSI - Colon Surgery: Number of Procedures,HAI_3_DOPC,Not Available,4.0,3,07/01/2018,06/30/2019,POINT (-124.135571 43.695324)
ND,JAMESTOWN,351335,JAMESTOWN REGIONAL MEDICAL CENTER,2422 20TH ST SW,58401,STUTSMAN,(701) 252-1050,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,693.0,3,07/01/2018,06/30/2019,POINT (-98.749377 46.88794)
ND,JAMESTOWN,351335,JAMESTOWN REGIONAL MEDICAL CENTER,2422 20TH ST SW,58401,STUTSMAN,(701) 252-1050,SSI - Abdominal Hysterectomy: Predicted Cases,HAI_4_ELIGCASES,Not Available,0.036,3,07/01/2018,06/30/2019,POINT (-98.749377 46.88794)
OK,SALLISAW,370112,SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,213 EAST REDWOOD,74955,SEQUOYAH,(918) 774-1100,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,1.0,3,07/01/2018,06/30/2019,POINT (-94.78904 35.463563)
ND,DICKINSON,351336,CHI ST ALEXIUS HEALTH DICKINSON,2500 FAIRWAY STREET,58601,STARK,(701) 456-4000,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,No Different than National Benchmark,0.0,3,07/01/2018,06/30/2019,POINT (-102.820598 46.887267)
OK,FAIRVIEW,371329,FAIRVIEW REGIONAL MEDICAL CENTER AUTHORITY,523 EAST STATE ROAD,73737,MAJOR,(580) 227-3721,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,80.0,3,07/01/2018,06/30/2019,POINT (-98.474399 36.275208)
OH,HILLSBORO,361332,HIGHLAND DISTRICT HOSPITAL,1275 NORTH HIGH STREET,45133,HIGHLAND,(937) 393-6100,SSI - Abdominal Hysterectomy: Number of Procedures,HAI_4_DOPC,Not Available,17.0,3,07/01/2018,06/30/2019,POINT (-83.608771 39.221576)
OK,SHATTUCK,371336,NEWMAN MEMORIAL HOSPITAL,905 SOUTH MAIN STREET,73858,ELLIS,(580) 938-2551,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,95.0,3,07/01/2018,06/30/2019,POINT (-99.881538 36.268132)
ND,JAMESTOWN,351335,JAMESTOWN REGIONAL MEDICAL CENTER,2422 20TH ST SW,58401,STUTSMAN,(701) 252-1050,SSI - Colon Surgery: Number of Procedures,HAI_3_DOPC,Not Available,3.0,3,07/01/2018,06/30/2019,POINT (-98.749377 46.88794)
OK,TISHOMINGO,371304,MERCY HOSPITAL TISHOMINGO INC,1000 SOUTH BYRD,73460,JOHNSTON,(580) 371-2327,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.001,3,07/01/2018,06/30/2019,POINT (-96.675294 34.222445)
OK,SALLISAW,370112,SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,213 EAST REDWOOD,74955,SEQUOYAH,(918) 774-1100,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,4.0,3,07/01/2018,06/30/2019,POINT (-94.78904 35.463563)
OK,OKLAHOMA CITY,370240,INTEGRIS COMMUNITY HOSPITAL - COUNCIL CROSSING,9417 N COUNCIL ROAD,73162,OKLAHOMA,(405) 550-3280,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,12.0,3,07/01/2018,06/30/2019,POINT (-97.656257 35.565352)
OH,WAVERLY,361334,ADENA PIKE MEDICAL CENTER,100 DAWN LANE,45690,PIKE,(740) 947-2186,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,2974.0,3,07/01/2018,06/30/2019,POINT (-83.005827 39.116505)
ND,DICKINSON,351336,CHI ST ALEXIUS HEALTH DICKINSON,2500 FAIRWAY STREET,58601,STARK,(701) 456-4000,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,No Different than National Benchmark,1.337,3,07/01/2018,06/30/2019,POINT (-102.820598 46.887267)
ND,TURTLE LAKE,351304,CHI ST ALEXIUS HEALTH TURTLE LAKE,220 5TH AVE W,58575,MCLEAN,(701) 448-2331,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-100.894442 47.517925)
ND,DICKINSON,351336,CHI ST ALEXIUS HEALTH DICKINSON,2500 FAIRWAY STREET,58601,STARK,(701) 456-4000,SSI - Colon Surgery: Number of Procedures,HAI_3_DOPC,Not Available,5.0,3,07/01/2018,06/30/2019,POINT (-102.820598 46.887267)
ND,JAMESTOWN,351335,JAMESTOWN REGIONAL MEDICAL CENTER,2422 20TH ST SW,58401,STUTSMAN,(701) 252-1050,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.064,3,07/01/2018,06/30/2019,POINT (-98.749377 46.88794)
OK,SEILING,371332,SEILING MUNICIPAL HOSPITAL,809 NE HIGHWAY 60,73663,DEWEY,(580) 922-7361,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,112.0,3,07/01/2018,06/30/2019,POINT (-98.920715 36.157459)
OK,SALLISAW,370112,SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,213 EAST REDWOOD,74955,SEQUOYAH,(918) 774-1100,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.034,3,07/01/2018,06/30/2019,POINT (-94.78904 35.463563)
ND,JAMESTOWN,351335,JAMESTOWN REGIONAL MEDICAL CENTER,2422 20TH ST SW,58401,STUTSMAN,(701) 252-1050,SSI - Abdominal Hysterectomy: Observed Cases,HAI_4_NUMERATOR,Not Available,1.0,3,07/01/2018,06/30/2019,POINT (-98.749377 46.88794)
OK,TISHOMINGO,371304,MERCY HOSPITAL TISHOMINGO INC,1000 SOUTH BYRD,73460,JOHNSTON,(580) 371-2327,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,758.0,3,07/01/2018,06/30/2019,POINT (-96.675294 34.222445)
OK,SALLISAW,370112,SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,213 EAST REDWOOD,74955,SEQUOYAH,(918) 774-1100,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,1917.0,3,07/01/2018,06/30/2019,POINT (-94.78904 35.463563)
OH,WAVERLY,361334,ADENA PIKE MEDICAL CENTER,100 DAWN LANE,45690,PIKE,(740) 947-2186,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.658,3,07/01/2018,06/30/2019,POINT (-83.005827 39.116505)
OK,SALLISAW,370112,SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,213 EAST REDWOOD,74955,SEQUOYAH,(918) 774-1100,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-94.78904 35.463563)
OH,DENNISON,361302,TRINITY HOSPITAL TWIN CITY,819 NORTH FIRST STREET,44621,TUSCARAWAS,(740) 922-2800,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,7.0,3,07/01/2018,06/30/2019,POINT (-81.335874 40.401464)
OH,GREENFIELD,361304,GREENFIELD AREA MEDICAL CENTER,550 MIRABEAU STREET,45123,HIGHLAND,(937) 981-9400,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-83.388008 39.349315)
OR,HERMISTON,381325,GOOD SHEPHERD MEDICAL CENTER,610 NW 11TH STREET,97838,UMATILLA,(541) 667-3400,SSI - Abdominal Hysterectomy: Observed Cases,HAI_4_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-119.31095 45.846135)
ND,DICKINSON,351336,CHI ST ALEXIUS HEALTH DICKINSON,2500 FAIRWAY STREET,58601,STARK,(701) 456-4000,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.092,3,07/01/2018,06/30/2019,POINT (-102.820598 46.887267)
ND,DICKINSON,351336,CHI ST ALEXIUS HEALTH DICKINSON,2500 FAIRWAY STREET,58601,STARK,(701) 456-4000,SSI - Abdominal Hysterectomy: Observed Cases,HAI_4_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-102.820598 46.887267)
OR,ASTORIA,381320,COLUMBIA MEMORIAL HOSPITAL,2111 EXCHANGE STREET,97103,CLATSOP,(503) 325-4321,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,4045.0,3,07/01/2018,06/30/2019,POINT (-123.818502 46.188503)
OR,REEDSPORT,381311,LOWER UMPQUA HOSPITAL DISTRICT,600 RANCH ROAD,97467,DOUGLAS,(541) 271-2171,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,HAI_1_ELIGCASES,Not Available,0.002,3,07/01/2018,06/30/2019,POINT (-124.135571 43.695324)
